temp,weather,age,sex,height,weight,body_shape,style,label
34,cloudy,46,female,159,64,fat,sports,short_sports/leggings
31,rainy,39,male,180,60,normal,sports,short_sports/sweats
22,sunny,48,male,176,85,fat,business,long_shirt/long_chino
22,sunny,28,female,158,52,normal,casual,long_tee/long_denim
34,cloudy,53,female,161,59,normal,business,short_blouse/long_chino
27,rainy,62,male,175,71,normal,business,short_shirt/long_chino
33,rainy,27,male,163,71,fat,business,short_shirt/long_chino
22,sunny,26,female,168,48,thin,business,long_blouse/long_chino
25,rainy,24,female,161,57,normal,sports,long_sports/sweats
27,rainy,30,female,151,55,normal,sports,short_sports/leggings
30,rainy,35,male,174,68,normal,sports,short_sports/sweats
32,cloudy,37,female,162,47,thin,business,short_blouse/long_chino
22,rainy,27,male,168,65,normal,business,long_shirt/long_chino
33,cloudy,47,male,173,83,fat,sports,short_sports/sweats
23,sunny,34,female,156,50,normal,casual,long_tee/long_chino
24,cloudy,51,male,174,77,fat,casual,long_tee/long_denim
21,rainy,25,female,163,55,normal,sports,long_sports/sweats
26,rainy,33,female,164,48,thin,casual,long_tee/long_skirt
28,rainy,64,male,173,84,fat,business,short_shirt/long_chino
23,sunny,48,female,163,50,normal,casual,long_tee/long_skirt
31,cloudy,44,male,170,63,normal,business,short_shirt/long_chino
29,sunny,65,female,167,61,normal,business,short_blouse/long_chino
26,sunny,37,female,164,55,normal,business,long_blouse/long_chino
35,rainy,34,female,161,55,normal,sports,short_sports/sweats
22,cloudy,62,male,172,67,normal,business,long_shirt/long_chino
20,rainy,36,female,157,54,normal,business,long_blouse/long_chino
34,cloudy,31,female,157,71,fat,sports,short_sports/leggings
26,cloudy,36,male,188,80,normal,business,long_shirt/long_chino
30,sunny,41,male,177,72,normal,business,short_shirt/long_chino
29,cloudy,37,female,163,54,normal,business,short_blouse/long_chino
25,cloudy,55,male,173,72,normal,sports,long_sports/sweats
27,cloudy,62,male,177,69,normal,sports,short_sports/sweats
30,cloudy,20,male,174,62,normal,casual,short_tee/long_denim
27,cloudy,55,female,166,57,normal,casual,short_tee/long_denim
27,cloudy,28,male,174,73,normal,casual,short_tee/long_chino
35,sunny,26,female,161,56,normal,business,short_blouse/long_chino
32,cloudy,34,male,167,85,fat,sports,short_sports/sweats
33,sunny,44,female,161,51,normal,business,short_blouse/long_chino
20,rainy,24,female,162,64,normal,sports,long_sports/leggings
30,rainy,22,male,164,84,fat,sports,short_sports/sweats
22,sunny,29,male,162,81,fat,casual,long_tee/long_chino
25,sunny,44,male,169,84,fat,sports,long_sports/sweats
28,rainy,52,male,170,66,normal,casual,short_tee/short_denim
28,rainy,55,male,175,95,fat,business,short_shirt/long_chino
29,sunny,27,male,179,56,thin,casual,short_tee/short_chino
22,sunny,54,female,163,55,normal,sports,long_sports/leggings
20,cloudy,35,female,152,40,thin,sports,long_sports/leggings
31,cloudy,28,female,161,49,normal,casual,short_tee/long_chino
23,sunny,20,female,162,53,normal,casual,long_tee/long_denim
24,rainy,50,male,171,83,fat,business,long_shirt/long_chino
26,sunny,54,male,169,92,fat,business,long_shirt/long_chino
21,rainy,30,male,177,58,normal,business,long_shirt/long_chino
20,cloudy,60,male,177,87,fat,casual,long_tee/long_chino
35,sunny,54,male,168,52,thin,business,short_shirt/long_chino
27,sunny,24,female,159,51,normal,sports,short_sports/leggings
23,cloudy,30,male,167,59,normal,casual,long_tee/long_denim
24,rainy,32,male,181,57,thin,sports,long_sports/sweats
25,rainy,48,female,155,40,thin,sports,long_sports/leggings
34,rainy,54,male,169,69,normal,sports,short_sports/sweats
22,sunny,53,female,170,47,thin,sports,long_sports/leggings
34,sunny,62,male,172,62,normal,business,short_shirt/long_chino
20,rainy,43,male,174,55,thin,business,long_shirt/long_chino
29,cloudy,51,male,172,88,fat,business,short_shirt/long_chino
33,cloudy,52,male,173,81,fat,casual,short_tee/long_chino
30,rainy,48,male,183,63,normal,casual,short_tee/short_denim
29,sunny,39,male,180,90,fat,business,short_shirt/long_chino
29,rainy,25,male,174,68,normal,business,short_shirt/long_chino
33,cloudy,30,female,153,47,normal,casual,short_tee/long_denim
30,cloudy,43,male,173,74,normal,business,short_shirt/long_chino
31,rainy,25,female,160,42,thin,business,short_blouse/long_chino
26,cloudy,47,male,175,83,fat,sports,long_sports/sweats
33,sunny,27,female,160,52,normal,sports,short_sports/sweats
27,cloudy,33,female,155,69,fat,business,short_blouse/long_chino
30,cloudy,37,male,176,89,fat,sports,short_sports/sweats
28,cloudy,33,female,162,56,normal,casual,short_tee/long_chino
21,cloudy,47,female,171,59,normal,sports,long_sports/sweats
27,sunny,37,male,168,77,fat,business,short_shirt/long_chino
30,sunny,30,male,176,72,normal,sports,short_sports/sweats
35,rainy,65,female,168,45,thin,casual,short_tee/long_skirt
23,rainy,56,male,172,81,fat,sports,long_sports/sweats
23,rainy,40,female,160,51,normal,sports,long_sports/leggings
30,rainy,51,female,162,69,fat,sports,short_sports/sweats
35,sunny,30,male,172,87,fat,sports,short_sports/sweats
23,cloudy,52,female,159,40,thin,business,long_blouse/long_chino
31,cloudy,56,female,157,55,normal,casual,short_tee/long_chino
25,cloudy,32,male,179,66,normal,casual,long_tee/long_denim
35,cloudy,63,male,173,87,fat,business,short_shirt/long_chino
20,rainy,54,female,163,57,normal,sports,long_sports/sweats
22,sunny,22,male,171,81,fat,business,long_shirt/long_chino
24,sunny,39,female,168,63,normal,business,long_blouse/long_chino
20,cloudy,20,female,161,55,normal,business,long_blouse/long_chino
29,sunny,25,male,172,68,normal,casual,short_tee/short_chino
25,cloudy,21,male,183,60,thin,sports,long_sports/sweats
20,rainy,57,male,173,56,normal,casual,long_tee/long_denim
35,cloudy,27,male,173,61,normal,casual,short_tee/long_denim
20,cloudy,42,male,170,67,normal,casual,long_tee/long_chino
29,rainy,38,male,175,63,normal,business,short_shirt/long_chino
31,cloudy,65,female,154,44,normal,business,short_blouse/long_chino
34,sunny,56,male,177,88,fat,business,short_shirt/long_chino
29,cloudy,24,male,169,55,normal,casual,short_tee/long_chino
20,sunny,20,female,154,55,normal,casual,long_tee/long_denim
21,cloudy,57,female,155,69,fat,sports,long_sports/sweats
25,rainy,41,female,167,49,thin,sports,long_sports/leggings
32,cloudy,22,male,176,74,normal,sports,short_sports/sweats
23,cloudy,64,male,186,67,normal,casual,long_tee/long_chino
24,cloudy,44,male,173,84,fat,sports,long_sports/sweats
20,cloudy,38,female,161,57,normal,business,long_blouse/long_chino
35,rainy,65,male,177,67,normal,business,short_shirt/long_chino
32,rainy,54,male,174,61,normal,business,short_shirt/long_chino
26,rainy,38,male,174,69,normal,sports,long_sports/sweats
35,cloudy,33,female,169,63,normal,sports,short_sports/leggings
33,rainy,51,male,177,53,thin,casual,short_tee/short_denim
32,rainy,33,male,179,68,normal,business,short_shirt/long_chino
29,rainy,27,female,154,43,thin,casual,short_tee/short_denim
31,sunny,41,female,164,64,normal,casual,short_tee/long_skirt
27,rainy,50,female,167,60,normal,business,short_blouse/long_chino
22,rainy,26,male,167,62,normal,sports,long_sports/sweats
30,rainy,35,male,177,53,thin,casual,short_tee/short_chino
24,sunny,26,male,190,76,normal,business,long_shirt/long_chino
30,cloudy,25,female,154,48,normal,sports,short_sports/sweats
29,rainy,30,female,166,60,normal,casual,short_tee/short_denim
24,sunny,64,male,175,70,normal,casual,long_tee/long_denim
24,sunny,33,male,160,73,fat,business,long_shirt/long_chino
27,sunny,37,male,177,72,normal,casual,short_tee/short_chino
20,rainy,33,female,161,63,normal,business,long_blouse/long_chino
34,sunny,47,female,170,62,normal,casual,short_tee/short_chino
30,rainy,23,female,164,76,fat,business,short_blouse/long_chino
25,rainy,39,female,165,52,normal,casual,long_tee/long_denim
28,cloudy,21,female,157,44,thin,casual,short_tee/long_denim
22,sunny,33,male,171,85,fat,sports,long_sports/sweats
34,sunny,29,male,180,80,normal,sports,short_sports/sweats
31,sunny,22,female,162,55,normal,casual,short_tee/short_skirt
27,cloudy,40,male,165,69,fat,casual,short_tee/long_denim
32,rainy,58,male,182,77,normal,business,short_shirt/long_chino
24,cloudy,58,female,165,55,normal,business,long_blouse/long_chino
32,rainy,28,female,156,49,normal,casual,short_tee/short_skirt
20,rainy,43,female,166,64,normal,business,long_blouse/long_chino
31,rainy,65,female,153,44,normal,casual,short_tee/long_denim
23,sunny,45,female,154,46,normal,business,long_blouse/long_chino
35,rainy,54,female,159,62,normal,business,short_blouse/long_chino
26,sunny,58,female,155,52,normal,business,long_blouse/long_chino
26,sunny,37,female,158,51,normal,sports,long_sports/sweats
25,cloudy,24,male,184,67,normal,sports,long_sports/sweats
26,sunny,43,female,157,75,fat,business,long_blouse/long_chino
21,cloudy,38,male,174,63,normal,business,long_shirt/long_chino
23,cloudy,39,female,160,57,normal,casual,long_tee/long_skirt
20,rainy,55,female,160,59,normal,business,long_blouse/long_chino
32,cloudy,58,female,155,63,fat,casual,short_tee/long_skirt
21,cloudy,42,male,177,68,normal,business,long_shirt/long_chino
25,sunny,38,female,160,53,normal,sports,long_sports/leggings
34,cloudy,33,male,161,56,normal,casual,short_tee/long_chino
28,sunny,46,male,179,76,normal,casual,short_tee/short_chino
31,sunny,31,male,183,86,fat,casual,short_tee/short_chino
25,sunny,36,male,187,83,normal,casual,long_tee/long_denim
22,rainy,44,female,159,54,normal,business,long_blouse/long_chino
34,rainy,37,female,161,64,normal,sports,short_sports/sweats
26,cloudy,65,female,164,56,normal,sports,long_sports/leggings
21,sunny,35,female,158,59,normal,business,long_blouse/long_chino
21,sunny,55,female,161,61,normal,sports,long_sports/sweats
27,rainy,39,male,172,73,normal,business,short_shirt/long_chino
27,sunny,62,female,157,55,normal,casual,short_tee/short_chino
27,cloudy,41,male,173,57,normal,sports,short_sports/sweats
21,rainy,53,female,163,43,thin,sports,long_sports/leggings
23,cloudy,28,male,177,95,fat,sports,long_sports/sweats
23,rainy,32,female,161,52,normal,casual,long_tee/long_denim
29,cloudy,52,male,179,81,fat,sports,short_sports/sweats
29,sunny,38,female,161,58,normal,casual,short_tee/long_skirt
25,rainy,27,male,178,57,thin,business,long_shirt/long_chino
35,rainy,20,female,162,57,normal,sports,short_sports/leggings
28,sunny,28,female,160,54,normal,business,short_blouse/long_chino
30,sunny,63,female,160,55,normal,sports,short_sports/sweats
20,cloudy,29,female,168,62,normal,business,long_blouse/long_chino
25,sunny,40,male,179,57,thin,casual,long_tee/long_denim
32,cloudy,51,male,164,75,fat,business,short_shirt/long_chino
24,cloudy,51,male,169,57,normal,business,long_shirt/long_chino
27,cloudy,20,female,163,54,normal,casual,short_tee/long_denim
27,rainy,29,female,165,50,thin,sports,short_sports/leggings
25,sunny,32,male,179,66,normal,sports,long_sports/sweats
20,rainy,21,male,181,94,fat,sports,long_sports/sweats
29,rainy,29,male,181,70,normal,sports,short_sports/sweats
24,rainy,21,female,163,39,thin,casual,long_tee/long_skirt
29,cloudy,54,female,156,56,normal,casual,short_tee/long_chino
31,cloudy,26,male,175,85,fat,sports,short_sports/sweats
24,sunny,38,female,161,54,normal,business,long_blouse/long_chino
20,cloudy,47,male,174,78,fat,casual,long_tee/long_chino
32,rainy,58,male,179,73,normal,sports,short_sports/sweats
26,rainy,32,female,154,56,normal,casual,long_tee/long_denim
33,cloudy,54,male,174,72,normal,sports,short_sports/sweats
25,rainy,50,male,179,80,normal,business,long_shirt/long_chino
24,sunny,22,male,168,88,fat,business,long_shirt/long_chino
24,rainy,60,male,167,54,normal,sports,long_sports/sweats
34,rainy,59,male,171,57,normal,business,short_shirt/long_chino
25,rainy,36,female,165,49,thin,casual,long_tee/long_denim
34,sunny,61,male,168,62,normal,business,short_shirt/long_chino
22,rainy,56,male,176,82,fat,business,long_shirt/long_chino
25,rainy,60,male,177,58,normal,sports,long_sports/sweats
28,sunny,35,male,167,56,normal,casual,short_tee/short_denim
29,cloudy,39,male,170,55,normal,sports,short_sports/sweats
34,rainy,42,female,157,46,normal,business,short_blouse/long_chino
34,rainy,63,female,162,42,thin,casual,short_tee/long_denim
25,sunny,48,male,167,65,normal,sports,long_sports/sweats
21,cloudy,25,female,165,51,normal,business,long_blouse/long_chino
29,cloudy,21,female,163,59,normal,sports,short_sports/leggings
29,rainy,64,female,157,60,normal,business,short_blouse/long_chino
26,cloudy,33,male,183,75,normal,casual,long_tee/long_chino
25,sunny,50,male,170,64,normal,casual,long_tee/long_chino
34,sunny,36,male,180,68,normal,business,short_shirt/long_chino
31,rainy,31,male,180,83,fat,business,short_shirt/long_chino
35,cloudy,25,male,170,58,normal,casual,short_tee/long_chino
33,cloudy,65,female,166,42,thin,sports,short_sports/leggings
35,cloudy,26,female,162,59,normal,sports,short_sports/sweats
21,rainy,41,female,168,59,normal,sports,long_sports/leggings
28,sunny,32,female,146,51,normal,business,short_blouse/long_chino
30,rainy,27,female,162,61,normal,casual,short_tee/short_chino
26,rainy,51,female,163,57,normal,casual,long_tee/long_skirt
32,cloudy,23,female,165,47,thin,business,short_blouse/long_chino
32,cloudy,53,female,164,46,thin,business,short_blouse/long_chino
22,sunny,35,female,160,49,normal,sports,long_sports/leggings
25,sunny,58,female,155,52,normal,casual,long_tee/long_denim
23,rainy,37,male,183,69,normal,business,long_shirt/long_chino
26,cloudy,53,female,163,48,thin,casual,long_tee/long_skirt
28,rainy,20,female,152,49,normal,casual,short_tee/short_denim
34,rainy,31,male,173,76,fat,business,short_shirt/long_chino
33,rainy,65,male,171,73,normal,sports,short_sports/sweats
34,cloudy,42,male,177,68,normal,sports,short_sports/sweats
22,sunny,52,male,166,81,fat,business,long_shirt/long_chino
30,sunny,20,female,161,54,normal,sports,short_sports/sweats
23,cloudy,39,female,166,55,normal,sports,long_sports/leggings
25,rainy,62,male,175,74,normal,sports,long_sports/sweats
26,cloudy,39,female,159,40,thin,business,long_blouse/long_chino
21,cloudy,34,female,156,49,normal,casual,long_tee/long_denim
30,sunny,49,female,147,54,normal,business,short_blouse/long_chino
29,cloudy,31,male,171,64,normal,sports,short_sports/sweats
29,rainy,48,male,170,72,normal,business,short_shirt/long_chino
33,cloudy,58,male,181,97,fat,sports,short_sports/sweats
28,cloudy,61,female,157,57,normal,business,short_blouse/long_chino
32,sunny,36,female,152,51,normal,casual,short_tee/long_skirt
32,cloudy,28,female,159,45,thin,sports,short_sports/leggings
33,sunny,41,male,171,71,normal,sports,short_sports/sweats
35,sunny,63,male,174,60,normal,casual,short_tee/short_chino
34,sunny,56,male,182,86,fat,sports,short_sports/sweats
33,rainy,28,male,163,79,fat,sports,short_sports/sweats
32,rainy,48,female,157,56,normal,sports,short_sports/sweats
25,rainy,20,female,157,65,fat,casual,long_tee/long_chino
21,sunny,61,female,162,60,normal,casual,long_tee/long_chino
24,sunny,36,female,163,62,normal,business,long_blouse/long_chino
29,rainy,44,female,158,42,thin,sports,short_sports/sweats
24,rainy,63,male,181,83,fat,business,long_shirt/long_chino
30,rainy,33,male,167,83,fat,business,short_shirt/long_chino
35,rainy,36,male,176,76,normal,casual,short_tee/short_chino
20,rainy,56,male,165,57,normal,casual,long_tee/long_denim
24,rainy,23,male,168,62,normal,business,long_shirt/long_chino
21,sunny,54,female,161,58,normal,sports,long_sports/sweats
34,sunny,48,female,157,50,normal,casual,short_tee/short_chino
32,cloudy,35,male,192,86,normal,sports,short_sports/sweats
20,cloudy,52,female,154,65,fat,sports,long_sports/sweats
34,sunny,39,female,167,59,normal,sports,short_sports/leggings
22,cloudy,36,male,170,81,fat,sports,long_sports/sweats
32,sunny,22,male,171,83,fat,sports,short_sports/sweats
27,rainy,40,female,160,54,normal,sports,short_sports/sweats
25,cloudy,51,male,170,71,normal,sports,long_sports/sweats
28,cloudy,55,male,174,81,fat,business,short_shirt/long_chino
31,sunny,25,female,165,66,normal,casual,short_tee/short_chino
30,cloudy,30,female,161,65,fat,sports,short_sports/leggings
21,cloudy,54,female,168,44,thin,sports,long_sports/sweats
20,sunny,53,female,162,55,normal,business,long_blouse/long_chino
24,cloudy,38,female,163,50,normal,sports,long_sports/sweats
20,sunny,24,female,164,60,normal,casual,long_tee/long_chino
28,rainy,31,female,163,49,thin,sports,short_sports/sweats
23,cloudy,23,male,171,55,normal,sports,long_sports/sweats
34,cloudy,24,female,162,58,normal,sports,short_sports/leggings
26,cloudy,63,female,165,62,normal,business,long_blouse/long_chino
24,sunny,30,male,178,66,normal,casual,long_tee/long_chino
33,sunny,23,male,182,83,fat,business,short_shirt/long_chino
26,sunny,31,male,172,81,fat,casual,long_tee/long_denim
28,rainy,40,male,183,87,fat,casual,short_tee/short_denim
30,rainy,39,male,175,59,normal,casual,short_tee/short_chino
33,rainy,52,female,158,50,normal,business,short_blouse/long_chino
28,rainy,64,female,166,52,normal,business,short_blouse/long_chino
33,sunny,31,male,176,85,fat,sports,short_sports/sweats
35,cloudy,41,female,157,56,normal,business,short_blouse/long_chino
24,rainy,61,male,164,77,fat,casual,long_tee/long_chino
23,cloudy,25,male,183,69,normal,sports,long_sports/sweats
32,sunny,58,female,156,53,normal,casual,short_tee/long_skirt
33,cloudy,24,male,172,79,fat,business,short_shirt/long_chino
35,sunny,43,male,175,55,thin,casual,short_tee/short_chino
27,cloudy,29,male,172,89,fat,sports,short_sports/sweats
29,rainy,26,female,159,53,normal,casual,short_tee/short_denim
29,sunny,44,female,152,51,normal,sports,short_sports/leggings
27,cloudy,34,male,172,69,normal,sports,short_sports/sweats
23,sunny,40,male,178,75,normal,casual,long_tee/long_chino
22,sunny,64,male,174,66,normal,casual,long_tee/long_denim
29,sunny,52,female,165,69,fat,casual,short_tee/long_skirt
24,cloudy,45,female,166,61,normal,casual,long_tee/long_denim
21,rainy,53,female,157,46,normal,sports,long_sports/leggings
33,sunny,30,male,177,69,normal,business,short_shirt/long_chino
21,sunny,38,male,163,61,normal,casual,long_tee/long_denim
31,rainy,20,male,184,69,normal,sports,short_sports/sweats
20,sunny,65,male,175,74,normal,sports,long_sports/sweats
34,sunny,39,female,166,60,normal,business,short_blouse/long_chino
31,rainy,30,female,151,56,normal,sports,short_sports/leggings
30,rainy,48,male,170,62,normal,sports,short_sports/sweats
20,rainy,62,female,159,53,normal,casual,long_tee/long_skirt
27,cloudy,55,male,179,72,normal,business,short_shirt/long_chino
33,sunny,37,female,160,36,thin,sports,short_sports/sweats
25,sunny,39,male,175,73,normal,business,long_shirt/long_chino
28,cloudy,63,male,177,76,normal,sports,short_sports/sweats
24,cloudy,23,female,162,50,normal,business,long_blouse/long_chino
26,cloudy,48,male,180,94,fat,casual,long_tee/long_chino
28,rainy,57,female,157,75,fat,sports,short_sports/sweats
32,sunny,44,female,162,62,normal,business,short_blouse/long_chino
29,cloudy,49,male,176,64,normal,casual,short_tee/long_denim
28,sunny,34,male,171,68,normal,business,short_shirt/long_chino
35,rainy,63,female,163,52,normal,sports,short_sports/leggings
25,cloudy,26,female,158,52,normal,business,long_blouse/long_chino
28,rainy,23,female,160,52,normal,sports,short_sports/sweats
29,sunny,60,male,175,77,fat,sports,short_sports/sweats
22,sunny,53,male,179,67,normal,casual,long_tee/long_denim
20,rainy,49,male,167,80,fat,business,long_shirt/long_chino
32,cloudy,53,female,157,46,normal,sports,short_sports/leggings
33,sunny,39,male,174,79,fat,sports,short_sports/sweats
28,rainy,59,male,174,53,thin,business,short_shirt/long_chino
31,sunny,29,male,186,83,normal,casual,short_tee/short_chino
32,sunny,24,female,166,65,normal,business,short_blouse/long_chino
29,sunny,40,male,177,74,normal,casual,short_tee/short_denim
30,cloudy,57,male,162,60,normal,business,short_shirt/long_chino
22,cloudy,34,female,154,49,normal,business,long_blouse/long_chino
29,sunny,56,female,165,41,thin,casual,short_tee/short_chino
35,cloudy,53,female,168,56,normal,casual,short_tee/long_denim
26,cloudy,57,female,162,50,normal,business,long_blouse/long_chino
35,rainy,37,male,162,74,fat,casual,short_tee/short_chino
30,rainy,57,female,167,58,normal,business,short_blouse/long_chino
24,cloudy,37,female,162,45,thin,business,long_blouse/long_chino
31,cloudy,58,male,178,67,normal,business,short_shirt/long_chino
34,sunny,28,female,161,58,normal,sports,short_sports/sweats
20,sunny,29,male,171,71,normal,business,long_shirt/long_chino
20,cloudy,35,male,178,57,thin,business,long_shirt/long_chino
22,rainy,56,female,161,52,normal,sports,long_sports/sweats
26,rainy,37,male,179,59,thin,casual,long_tee/long_chino
31,sunny,35,female,156,47,normal,business,short_blouse/long_chino
28,rainy,59,male,173,76,fat,casual,short_tee/short_chino
33,rainy,38,female,161,54,normal,sports,short_sports/sweats
25,sunny,21,female,159,58,normal,business,long_blouse/long_chino
27,rainy,24,female,165,47,thin,casual,short_tee/short_denim
33,sunny,41,female,156,46,normal,business,short_blouse/long_chino
34,rainy,24,female,163,42,thin,business,short_blouse/long_chino
33,sunny,28,female,153,49,normal,sports,short_sports/sweats
34,sunny,63,female,163,62,normal,business,short_blouse/long_chino
22,cloudy,56,male,175,85,fat,sports,long_sports/sweats
22,sunny,42,male,175,68,normal,sports,long_sports/sweats
24,cloudy,55,female,157,47,normal,casual,long_tee/long_chino
21,cloudy,26,male,174,69,normal,sports,long_sports/sweats
20,rainy,32,female,160,57,normal,business,long_blouse/long_chino
32,rainy,21,male,171,96,fat,casual,short_tee/short_chino
23,sunny,33,female,162,74,fat,casual,long_tee/long_denim
30,sunny,33,female,160,51,normal,sports,short_sports/leggings
25,cloudy,54,female,162,50,normal,casual,long_tee/long_chino
20,sunny,51,female,156,63,fat,sports,long_sports/leggings
34,cloudy,49,female,158,53,normal,casual,short_tee/long_chino
27,cloudy,60,female,166,45,thin,business,short_blouse/long_chino
21,sunny,21,male,183,61,thin,business,long_shirt/long_chino
23,sunny,27,female,161,55,normal,casual,long_tee/long_chino
27,sunny,24,male,178,89,fat,business,short_shirt/long_chino
27,cloudy,41,male,175,78,fat,business,short_shirt/long_chino
22,cloudy,63,female,154,48,normal,business,long_blouse/long_chino
30,cloudy,33,female,157,65,fat,casual,short_tee/long_denim
32,sunny,25,female,150,42,normal,business,short_blouse/long_chino
35,rainy,33,female,166,61,normal,sports,short_sports/leggings
20,cloudy,38,female,160,55,normal,sports,long_sports/leggings
20,rainy,54,male,173,85,fat,casual,long_tee/long_denim
24,sunny,48,female,158,54,normal,sports,long_sports/sweats
21,cloudy,62,male,180,81,normal,business,long_shirt/long_chino
28,rainy,22,male,182,63,normal,business,short_shirt/long_chino
20,cloudy,47,male,167,63,normal,business,long_shirt/long_chino
20,rainy,26,male,178,84,fat,sports,long_sports/sweats
33,sunny,48,male,183,67,normal,business,short_shirt/long_chino
25,rainy,59,male,173,58,normal,sports,long_sports/sweats
34,rainy,36,male,171,69,normal,casual,short_tee/short_chino
26,cloudy,23,male,174,73,normal,sports,long_sports/sweats
21,rainy,32,male,182,77,normal,business,long_shirt/long_chino
23,rainy,41,male,173,83,fat,casual,long_tee/long_denim
34,cloudy,53,female,159,71,fat,casual,short_tee/long_chino
34,sunny,55,female,163,71,fat,business,short_blouse/long_chino
29,sunny,41,male,175,92,fat,sports,short_sports/sweats
30,rainy,52,male,188,82,normal,sports,short_sports/sweats
30,rainy,48,male,176,73,normal,sports,short_sports/sweats
32,cloudy,32,male,172,65,normal,business,short_shirt/long_chino
27,cloudy,47,male,174,57,normal,sports,short_sports/sweats
21,cloudy,56,female,165,65,normal,business,long_blouse/long_chino
28,cloudy,65,female,154,45,normal,sports,short_sports/leggings
20,cloudy,33,female,158,57,normal,business,long_blouse/long_chino
21,rainy,41,female,162,56,normal,casual,long_tee/long_skirt
28,rainy,51,female,155,61,fat,casual,short_tee/long_denim
31,cloudy,39,female,160,51,normal,casual,short_tee/long_denim
28,sunny,21,female,161,44,thin,casual,short_tee/short_skirt
35,cloudy,43,female,162,48,thin,business,short_blouse/long_chino
24,cloudy,40,male,175,68,normal,business,long_shirt/long_chino
34,cloudy,65,female,158,50,normal,casual,short_tee/long_denim
24,rainy,22,female,156,46,normal,casual,long_tee/long_denim
30,cloudy,33,male,166,73,fat,business,short_shirt/long_chino
20,rainy,22,male,171,75,fat,casual,long_tee/long_chino
27,rainy,31,male,179,62,normal,sports,short_sports/sweats
33,rainy,60,female,151,63,fat,business,short_blouse/long_chino
26,rainy,41,male,174,103,fat,casual,long_tee/long_denim
28,cloudy,45,female,154,51,normal,sports,short_sports/sweats
32,sunny,50,female,165,55,normal,casual,short_tee/long_denim
34,rainy,31,female,156,44,thin,sports,short_sports/sweats
35,sunny,62,female,154,63,fat,casual,short_tee/short_chino
27,rainy,35,female,164,58,normal,casual,short_tee/long_denim
20,rainy,65,female,155,52,normal,sports,long_sports/sweats
23,cloudy,51,female,162,57,normal,sports,long_sports/sweats
32,cloudy,61,male,187,67,normal,business,short_shirt/long_chino
28,cloudy,57,female,164,53,normal,business,short_blouse/long_chino
24,sunny,44,female,158,47,normal,business,long_blouse/long_chino
25,cloudy,20,male,174,67,normal,casual,long_tee/long_denim
25,cloudy,36,female,160,57,normal,sports,long_sports/leggings
29,sunny,50,male,172,71,normal,sports,short_sports/sweats
30,sunny,51,male,175,63,normal,casual,short_tee/short_denim
26,sunny,55,male,175,82,fat,sports,long_sports/sweats
31,sunny,54,male,172,81,fat,sports,short_sports/sweats
27,cloudy,36,female,154,55,normal,sports,short_sports/sweats
32,sunny,49,male,167,71,fat,sports,short_sports/sweats
22,rainy,21,female,166,47,thin,business,long_blouse/long_chino
27,sunny,52,female,151,50,normal,sports,short_sports/sweats
22,cloudy,21,female,163,50,normal,casual,long_tee/long_chino
